    0.609407E-04     0.785298E-02     0.215609E-01     0.131607E+00
   0.274318E-07     0.674324E-02     0.516195E-01     0.124313E+00
   0.554858E-10     0.590785E-02     0.762646E-01     0.118843E+00
   0.133881E-11     0.525931E-02     0.970350E-01     0.114577E+00
   0.329791E-13     0.474329E-02     0.114926E+00     0.111127E+00
   0.706431E-15     0.432441E-02     0.130595E+00     0.108258E+00
   0.138877E-16     0.397864E-02     0.144494E+00     0.105823E+00
   0.216816E-16     0.368914E-02     0.156953E+00     0.103719E+00
   0.427160E-16     0.279404E-02     0.206327E+00     0.958405E-01
   0.117075E-15     0.228096E-02     0.240721E+00     0.907048E-01
   0.301433E-17     0.195416E-02     0.266000E+00     0.870561E-01
   0.237968E-16     0.172924E-02     0.285139E+00     0.843492E-01
   0.231204E-16     0.170429E-02     0.299794E+00     0.823410E-01
   0.559421E-16     0.174553E-02     0.311031E+00     0.808390E-01
   0.234742E-15     0.177732E-02     0.319530E+00     0.797350E-01
   0.133289E-05     0.144399E-02     0.314330E+00     0.920240E-01
   0.622742E-10     0.118705E-02     0.319375E+00     0.911697E-01
   0.641657E-12     0.981686E-03     0.321158E+00     0.909176E-01
   0.224071E-14     0.814602E-03     0.321356E+00     0.909631E-01
   0.190810E-15     0.677884E-03     0.321413E+00     0.910437E-01
   0.278311E-15     0.565725E-03     0.321430E+00     0.911394E-01
   0.685454E-16     0.473433E-03     0.321414E+00     0.912474E-01
   0.494180E-16     0.457977E-03     0.321374E+00     0.913026E-01
   0.217190E-16     0.443116E-03     0.321334E+00     0.913584E-01
   0.508190E-15     0.428825E-03     0.321292E+00     0.914147E-01
   0.551661E-16     0.415080E-03     0.321249E+00     0.914714E-01
   0.335241E-15     0.407605E-03     0.321182E+00     0.915456E-01
   0.191499E-16     0.400319E-03     0.321114E+00     0.916205E-01
   0.276699E-16     0.393216E-03     0.321046E+00     0.916958E-01
   0.358829E-16     0.386291E-03     0.320977E+00     0.917714E-01
    0.445500E-02     0.116980E-01     0.649915E-02     0.321040E+00
   0.445500E-02     0.292654E-01     0.649915E-02     0.305692E+00
   0.445500E-02     0.446417E-01     0.649915E-02     0.291987E+00
   0.445500E-02     0.581772E-01     0.649915E-02     0.279748E+00
   0.445500E-02     0.702000E-01     0.649915E-02     0.268757E+00
   0.445500E-02     0.809694E-01     0.649915E-02     0.258826E+00
   0.445500E-02     0.906890E-01     0.649915E-02     0.249798E+00
   0.445500E-02     0.995197E-01     0.649915E-02     0.241546E+00
   0.445500E-02     0.134927E+00     0.649915E-02     0.207929E+00
   0.445500E-02     0.160076E+00     0.649915E-02     0.183806E+00
   0.445500E-02     0.178710E+00     0.649915E-02     0.165825E+00
   0.445500E-02     0.192886E+00     0.649915E-02     0.152100E+00
   0.445500E-02     0.203574E+00     0.649915E-02     0.141461E+00
   0.445500E-02     0.211725E+00     0.649915E-02     0.133228E+00
   0.445500E-02     0.217952E+00     0.649915E-02     0.126937E+00
   0.445500E-02     0.179537E+00     0.649915E-02     0.166019E+00
   0.445500E-02     0.183385E+00     0.649915E-02     0.162685E+00
   0.445500E-02     0.185074E+00     0.649915E-02     0.161406E+00
   0.445500E-02     0.185698E+00     0.649915E-02     0.161117E+00
   0.445500E-02     0.186190E+00     0.649915E-02     0.160898E+00
   0.445500E-02     0.186622E+00     0.649915E-02     0.160690E+00
   0.445500E-02     0.187007E+00     0.649915E-02     0.160490E+00
   0.445500E-02     0.187108E+00     0.649915E-02     0.160420E+00
   0.445500E-02     0.187209E+00     0.649915E-02     0.160349E+00
   0.445500E-02     0.187308E+00     0.649915E-02     0.160278E+00
   0.445500E-02     0.187406E+00     0.649915E-02     0.160208E+00
   0.445500E-02     0.187503E+00     0.649915E-02     0.160126E+00
   0.445500E-02     0.187599E+00     0.649915E-02     0.160044E+00
   0.445500E-02     0.187696E+00     0.649915E-02     0.159962E+00
   0.445500E-02     0.187792E+00     0.649915E-02     0.159879E+00
     0.292004E+04
     0.283583E+04
     0.276284E+04
     0.269888E+04
     0.264194E+04
     0.259063E+04
     0.254393E+04
     0.250109E+04
     0.233267E+04
     0.220842E+04
     0.211283E+04
     0.203743E+04
     0.197759E+04
     0.192978E+04
     0.189169E+04
     0.225894E+04
     0.223593E+04
     0.222362E+04
     0.221657E+04
     0.221002E+04
     0.220365E+04
     0.219741E+04
     0.219506E+04
     0.219272E+04
     0.219038E+04
     0.218804E+04
     0.218526E+04
     0.218247E+04
     0.217968E+04
     0.217690E+04
    0.833603E+00     0.820770E+00     0.808245E+00     0.795915E+00
   0.783701E+00     0.771543E+00     0.759400E+00     0.747236E+00
   0.682489E+00     0.612148E+00     0.535961E+00     0.454428E+00
   0.367943E+00     0.279466E+00     0.193742E+00     0.958839E-01
   0.271367E-01     0.154969E-02     0.168799E-04     0.184212E-06
   0.201773E-08     0.221854E-10     0.132821E-11     0.796462E-13
   0.478382E-14     0.287819E-15     0.296486E-16     0.306917E-17
   0.327205E-18     0.463613E-19
    0.362927E+01     0.336941E+01     0.314933E+01     0.295906E+01
   0.279196E+01     0.264339E+01     0.250997E+01     0.238918E+01
   0.190198E+01     0.155704E+01     0.130140E+01     0.110691E+01
   0.955451E+00     0.838129E+00     0.749016E+00     0.667945E+00
   0.620745E+00     0.604837E+00     0.603910E+00     0.603900E+00
   0.603900E+00     0.603900E+00     0.603900E+00     0.603900E+00
   0.603900E+00     0.603900E+00     0.603900E+00     0.603900E+00
   0.603900E+00     0.603900E+00
